sentiment,text
-1,http://twitpic.com/8cwzd - the swimming pool of our hotel... that makes me dream of summer... in Vienna we have so far no summer 
1,"Plans for today: Lunch with my darling Leila, getting my hair cut... Ok, that's the good part "
1,@cocababy202 hahaha it washed all the sick off of me. 
-1,@SasaLoves I'm here princess!  Need to try to eat something before I drink. Still having waves of nausea - I should have napped 
1,Issue of Echelon?..Are they behind some Botnets also? ..you can watch...http://tinyurl.com/c8dns8  ah..but dont think like that 
-1,"@IsadoraR hooray for your english being done , but we are screwed for everything else "
-1,No 12-hour coma today. I had a nightmare that shook me awake. 
1,@SenseiRAM We missed you 
1,"@jonasbrothers dear nick jonas, please teach me how to play the glockenspiel. that is just about the coolest instrument name ever. "
-1,3 hours till SD. longest trip ever. Never again. Ate a salad n pasta at dinner n couldn't even finish my pasta. 
1,#goodsex get the itus 
-1,Watching ''The Cleaner'' &amp; taking care of wifey. She's sick. 
1,Drinking coffee 
-1,Good morning everyone in this twitter world! Bangun jam segini mulu  http://myloc.me/23fl
1,"Atlantis &amp; Hubble current location now is above Indonesia. Wave your hand guys, wave!  #fb"
-1,Another loser: i lost the game  http://tinyurl.com/cfz2lj
-1,stuck at home in Temecula for the night  someone come save me pleaseeeeee!
1,@rhyanoutrageous thank you 
1,@MeiNg I'll settle for The Last Lecture by Randy Pausch instead. He is inspirational. 
-1,going to bed.  i wish the hubby had more time off 
-1,David started basic Wednesday and they took his phone for who knows how long... missing his voice and his kisses 
-1,@Curiosafmmb  Dave yeah I prefer David actually!!. Yes he was Bill from Kill Bill. From what Ive hearded he had hung himslef ... 
-1,@d33pak ya...but m missing my &quot;beeryani&quot; on the weekends 
-1,so bored !  i want the Sims to hurry up and download
-1,@persef I would gladly have him back in exchange for my sandwich though 
1,"@Boyislost Ok im gona go  but I dont want to be close with anyone atm, sry if it takes a min to reply im at work so i have to hide twitter"
-1,@aeroform Naptime for me. Can't keep my eyes open. 
1,"fed up with Windows, so Ubuntu Netbook Remix Edition is now on Kaylee "
-1,I will never like getting up at 5 am  dumb work schedule.
-1,@DVDeMm Want my Amazon box to arrive.  Probably Royal Mail playing football with it!
-1,"@dougiedaydream well yes but with a trilby, red wayfarers and a vintage casio watch in tow. i thought i looked good. "
1,@KellyOlexa it is like boxers under pants....It is to be FREE or not to BE FREE!!!! 
-1,@GoCheeksGo i tried to vote but my phone sucks and wouldn't let me 
-1,@mileycyrus voting has closed 
1,@SashaKane - That's a great mood to be in. Do you mind if I borrow it for this week?! 
-1,@TheRealAD aw poor baby 
-1,Photo: suneoke: saddens me that sheâs taken  *tear* lol http://tumblr.com/xgo1z1owl
1,Then - Brad Paisley 
-1,giving up on having a job this summer. Managers continue to fail to call me. Looks like its going to be a long broke year. 
-1,Rumours OS 3 being released when Apple employees get into work (9am). Therefore 5pm uk time 
-1,uni. home work 
-1,enjoying my week off...now comes the busy part... 
1,"@BecM49 i am, thanks (: i'll put you in mine "
1,"Checking in  Good morning twitter fam! I'm in Miami, up bright and early, ready to hit the gym! xo"
1,@NickHexum Please play Daisy Cutter+Jackpot+the rest of Uplifter in Atlanta. That'd be a pretty good 4th of July. 
-1,"Bank card fraud victim  $1,600 spent in 24hs. $400 at Celebrities, $400 at Richards on Richards and $800 at Safeway."
1,has to go. bye  http://plurk.com/p/z2e6x
1,taking a bath..and then go to the chruch!! 
-1,"not good, not good. "
1,"@mr_billiam did you get your yabbies and your yobbos mixed up, or something?  "
1,@peanut2468 basically i was going 2 go 2 ur casa as soon as i got my license but u wernt home so... 
-1,cold and flu tablets = EPIC FAIL. they dont even work 
-1,@TheWayIRoll I don't know where is she... but I miss her  ahah goodnight honey! n.n
-1,tired  and beleives early mornings should be illegal!
1,"@dontforgetchaos aaah, sorry, you know i love you really!! hee hee  ;)"
1,@FredroC1469 most of the time 
-1,"Oven has been on since 3:15... that's almost 3 hours!  3 loaves (1 cinnamon bread) &amp; 2.5 batches of rolls are baked. scones, not made yet "
-1,"@Em_Love yes, and FOH played at my friends school  how unfair?"
-1,man... I'll miss the JRuby on Google App Engine talk at #railsconf 
-1,friday night and no 1 to go party wit im a loner in my own country 
1,"@Stella_Holman no, orkut? "
-1,"oh no, i need new work shoes...i broke this one! "
-1,@paulpuddifoot your pic/avatar is gone 
-1,"Ahh, I'm stuck... For my birthday I can either get a new phone (SMSNG Omnia) or I can get a Sky box in my room... HELP! Idk what to doooo "
1,@jmaxxz sssshhhhh....I run both at work 
-1,Praying! I live like an hour away from where it happened. 
-1,at work  then back to my baby's house 
1,going to 3 Horseshoes in Radnage for lunch with friends. Should be good! 
-1,don't want to do my maths exam tomozz  iv left school for good  why make us come back and do them 
1,@KatiaDominos lmao yeah it is xD &amp; omg i put joe dancing to single ladies on my ipod!!! 
-1,"F to the Y to the I: I'm now home, but my stupid phone is still @ the office, so don't bother calling or texting me tonight. "
-1,@HURM the way i have been feeling the last few days and nights... i think i have conficker... it tried playing opossum... it didnt work 
-1,I am ill  And that when it's such good weather! Oh my english is so bad 
-1,out of smokes and broke as a mothafuckerrr 
-1,Sad that @mimigee will no longer be a fixture when i go visit NYC   Good luck at school!
1,About to Hang out with Sadey 
-1,wtf happened 2 the sun?? its all alex's fault (quote &quot;Wot wud u do if it started pissin it down?&quot;) rain sucks 
1,"at home, restingg "
-1,U still waiting for still update! I've been sitting like a mad man all day! 
-1,We can has OS 3 update?.......no we hasn't.   (shakes head and mopes away)
-1,need rest but need Michelle 
-1,@tpphotography bonkers isn't it? Pocket calculator + photocell somehow = Â£Â£Â£Â£'s I've been looking for a reasonably priced one but no joy 
-1,@PollyPocket3 do you hate us ? 
-1,my car is dead........ what am i to do  Poor bug
1,"Sorry, that last was for @popculturezoo Doctor who geek speak "
1,@backstreetboys Happy b-day Backstreeets!!!!Hope you go for many many moree!!Thank you for ur amazing music 
-1,@whataboutadam My sis didnt get hers either 
-1,Morning to all! Hope its a nicer day where you are compaired to here. It's going to rain all day and the next 2 days. 
1,"@dannygokey Awww, Danny. Sorry I'm late!  Who wouldn't accept the offer to teach you uploading?"
1,@RoseZag She's writing a book! It's good so far 
1,@mark_hadfield That's the other solution.  But it then stops genuine people from following you spontaneously based on your tweets.
1,@siamusic the land of replies is indeed a labourius place  at least you know you're loved!  xo
-1,Wondering if I should take K to the release of Transformers 2 tomorrow. I hate crowds 
-1,"Only problem was lack of sauce The sauce is awesome, but not enough "
-1,"@divestoclimb It lets me through, but then gives a &quot;Sorry, no exact matches were found, but other tickets may still be available.&quot; error "
1,@Lifehigh83 I requested you. 
1,Having a well-deserved Guinness 
-1,I can NOT believe my baby girl is 3!! I know I'm  lame b/c I'm actually sad about this!!I don't want her to grow up boo hoo 
-1,"@giloi2009 Yeah I got excited by seeing that changelog, then was bitterly disappointed there's no push notifications for Facebook "
-1,Everybody's laughing at my neon day-glow argyle socks. 
1,@bowwow614 In your option i have to take tha nice guy 
1,sunny morning 
1,"waiting for my dad to pick me up. we're gonna watch a movie  btw, new photos SOON! "
-1,hates smart-arse rookie cops on power trips who pull you over and issue $189 fines 
1,@WSOPlive we appreciate the unscheduled coverage. keep it up and give the crew a raise 
1,"@sharathpatali right on ! Just bought this new computer, will be mig easier to get code done "
-1,i am so bored!!  well lets see i am writing my spanish paper and guess wht! schools over  FML!
1,woot! i have 77 points on my subway card! 75 points is a free foot long!  going to get it now!
1,@kimgoss i been saying that the past 2 weeks that i miss playing spades and drinkin chillin.. the good old days.. let me know baby 
-1,No mini vacations for the moment  Starting a week with different / many things to do. Thank you God
-1,i have no idea how i'm going to fix things with me and landon! i want things back to normal but i don't know how and if that is possible 
1,@Chinkerfly they never said anything interesting and i always had to wade through dozens of their tweets to get to people i cared about 
-1, well maybe next time my dreams with come true
1,"BPHS Orchestra spring concert tomorrow night!  7:00 pm @ the PAC! Freefreefree! B there or B square! As Reuben says, &quot;It's instupituous!&quot;"
1,@regalaffair hey you are up early 
1,@BevClement I don't think we talk much about Banks these days - not quite as respected as they once were 
1,"Shout out to the Koblers... As Sure as the Dawn, here we go! Thanks again "
-1,i've watched titanic hundreds of times but leo dying still gets me every time. 
1,@nickasaur hey nick  how are youu? x
-1,"Just edited about a million photos of cats, none of them for lolz. "
1,"G'night,  I'll try to get on tomorrow! "
1,Good Morning Everyone... grinding the beans to make coconut macroon coffee anyone for a cup 
-1,@emzsy I've come down with something. Had to come home from work.  feel shit. xox
1,"It's brain-fried deadline time.  Dazed, unfocused, a bit of an out-of-body experience.  21 years ago, I would have paid to feel this way. "
1,im like really bored. staring at my arms..the autographs are on my hands are kinda fading away. but the arm parts r still der 
-1,@yelyahwilliams why is franklin so sad?  everytime i hear it for some reason it makes me think of good times but im on the verge of cryin
-1,Not looking forward to work AT ALL today. 
1,@SongzYuuup Heyyyy Trey! That's wassup! Take it over! Lol Have a good day in the VA 
1,@spencerpratt Congrats on the wedding  I'm glad you waited to have a nice traditional wedding!!
1,"@dbdc We should be confident, especially with our home form. King Is a big miss though, but I've got lots of faith in Dawson. COYS! "
1,@Bran2110 eat a frosty for me 
1,"@jodabone Cool, meet u there!  I'm gonna drive tho cause that's a long walk up the hill... lol. Before 9am they got Early Bird Specials."
-1,just found out that the Boston Celtics lost to the Orlando Magic!! FUCK FUCK!! What a way to start the working week 
-1,Feels partly responsible about the trouble in Iran cos his avatar STILL isn't green. 
1,@radna  is jesus christ also tweeting I wonder?
1,@TVdotcomAU Don't forget to watch @newinventors too! 
-1,Sittin on a train platform waitin for a train. Quite possibly hav just failed another test 
-1,"Slightly better version. Posted the wrong one earlier. Sky is still blown out, sadly  Love the shot tho http://yfrog.com/7grxqj"
1,were the ones who made you  x
1,FINALLY won a game of Settlers Of Catan. Also booked restaurant for birthday dinner. Life is good 
-1,"is dreading work tomoz, wonders if everything was done correctly at close :S gonna double check everything b4 hand "
1,@adaftscotslass Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
-1,@Nassira yep.yep. day job is kicking my butt at the moment. 
1,Together with michael. We just decided to cook some breakfast together. 
-1,@MissCaseyB I know what you mean  rain sucks...
-1,*sigh* more boring history to do 
1,@AIIisonIraheta What's up!? You rock! 
1,uploading photos from photoshoooot  guitarist is uber persistant..they're coming!
1,today was just SPLENDID!!! 
-1,major focus issues in rehearsal today-wish i was outside so bad  cant wait to bbq hope 2nite !! come on 6 o'clock get here already
-1,in Rome and it's raining 
-1,Foiled again! Being dragged out by parents at a moments notice. I want to draw! 
-1,I wish I could sleep 
1,@_Enigma__ I say stick to your guns...it will drive the women crazy. 
-1,@LeahJKelly  that sucks.
-1,@dreamergirl17 no  wayyy to much hw I gotta finish first. And it's way cold out!
1,@markmejia and @albertposis just made my day  luvv deemmm!!! haha
1,@MothersAnthem I have a request! Play Structure of a Heart tonite please 
-1,"i mean, i thought i was supposed to be like, excited and happy at this point, not stressed "
1,@mosesma You strike again with your article on twiter !   http://bit.ly/Ob9HA
-1,is so tired from my workout..plus.. waiting to get some work soo bad.. UGH&gt;. i hate not having any money .. so much outcome and no income 
1,"@brandonwalowitz Aww... I hope you change your mind about Twitter. If you ever do, I'll be here reading. "
-1,http://digg.com/d1twJ0 sad  i was rootin' for her!
1,@RobinBrown78 You mean you're not a celeb? only followed you thinking you were related to Gordon silly me 
1,"I just finished following some people. Gah, I'm so tired. Goodnight Tweetpeople. "
-1,"@jack_herer  Hahahaha, what snow??? Still nothing  "
1,@dages58 lol after this weekend yea ur right  text me cause im goin to 3rd and they dont have computers there  bye bye
-1,@EdMunster I know don't remind me  ha
1,@giraffette special eddie pout is bloody fantastic. enjoyed it very much. thanks. 
1,"@JELuttrull Thanks   Yeah, I was watching it a bit earlier, but my heart wasn't really in it.  Shocking, I know!"
-1,"@sakurajewellery yeah, it's awful  he woke up doing this little cry'y mewing sound this morning, half asleep  How are you today Hun? X"
1,We're watching Magic game at home... Hopefully they win so we could go to Orlando for Final  miss Orlando very much...
-1,I don't want my sister to go back 
-1,Feeelin Pretty Shitty. All She Had to Do Was Txt me once to remind me why i fell For Her. Why Must She Fuck With me like This 
-1,I miss my Brandon 
-1,Off to class! 
-1,this is embarrassing who wants to set up texting via phone for me cuz i can't 
1,"@vysh_doss Good stuff, ain't it? Yeah, you told me about Aamir. And you already know what Rendang is like reheated. "
-1,"@Dj_Phat awwwwwwwwww, that's how ur doin me now?? lol makin fun of my spelling??  i'ma beat u up when i see u! lol"
1,@kareemdmapantz maybe tomorrow. hahaha i miss youuuu! you have a cam?! ohhh yer laptop! 
1,@xxkamm oh man you hardass  x3
1,Lazy day. Can't wait for maneater tonight. The book was awesome! 
-1,"I can finally go to bed now that I know who gets the gold logie,  im disappointed it wasn't rove though  "
1,"@MSPMike Okay Mike, you have great photos, but can you take them right-side-up?  I'm getting a neck crick!  "
1,seems like a nice day-guess it's off to the park with my lil man 
-1,@mattsmind that's cause they are. I adopted them when my pup got into the nest &amp; ate the others. 
-1,Not feeling it today 
1,@Mitchley Oh noooes! Cos of lodging with family I try to avoid getting one after 10pm... prob just as well 
1,"@TeachJoanne you deserve it.. enjoy.  the fact that you didn't break a nail gives you some superhero status, btw. *smooch*"
1,ahh computer class with tori and geena  watching TH HANGOVER later with torii 
-1,@BrianLimond ta. we're not all racists 
1,@JaneYee isnt traffic fantastic &lt;insert sarcasm&gt; 
1,GAMING UP A STORM TODAY! 
1,iPhone 3GS and N97 launching in Australia on the same day. Feel the marketing hype kicking into overdrive for the next 2 weeks 
1,@IndyAmanda Sounds possible  It even looks so confusing u dont wanna try! I have to use it at school and I always mess up everything
1,wow i never thought i would have 30 followers. thanks! 
1,@souljaboytellem I would have to agree with you on that 
-1,God I wish I was still in America 
-1,God damn why does my knee hurt? 
-1,"I heard plants can twitter, too. My little acorn-tree &quot;yusuf&quot; would cough if he could. He's really ill. "
1,@wreckdagaffey very Cruella Deville of you 
-1,"http://twitpic.com/7rish - i miss wearin' that jacket... i love the fur, i miss it "
1,"went to the Blue Room, saw a bunch of awesome sea turtles and ate a huge fish eye with Justin and Sayer  I love family camp!"
1,My better half is tending to the balcony jungle...She's planting herbs 
1,@greekpeace I LUV buying children's bks (well all bks really... Its an obsession!). Good think its part of my daily job to buy/read them 
1,Awww it all worked out in the end 
-1,@getmerohit poor sutil.... tried to hard to maintain his position 
1,lets blow stuff up 
1,Church Sign:  Heavenly forecast - reign forever!  
1,@tephanyanne That's good. How are you feeling? 
-1,@lolhayley ah i see well i rekon we must be annoying aidan with our twitter whore antics :L cant find anything to watch on tv 
1,@veronicasmusic Yessss UK soon! I have been waiting for years! Come to Scotland 
-1,@jamieerinw I'm a horrible person and still haven't posted your letter 
1,"@Newy_ShortStack Hahai was gonna say xD shes absolutely everywhere, its hard not to have atleast heard of her. shes great ay? "
-1,uhhggghhhh....sick is not my idea of summer fun 
1,@annakiss I'm based in the Netherlands. But still on my bucket-list is a trip to the UK/London. I think otherwise of the photogenic part 
1,@everydaystrange very exciting stuff! I'm taking my mum to get one for her birthday this year. She's gonna be 60 
-1,im so sorry you guys! i've been shooting on the lake all week and my phone had a tragic accident! it went to the bottom of Havasu 
1,@gipsy_dreamer I wish you luck! *hug* You can do it! 
-1,@TomFelton so will i  TEAM DRACO !!!! whoooh.
-1,@Gioiaa why do i never know when there's a new chapter  remind me tomorrow please! no time now 
-1,@PHAROUT85 just looked it up. the construction was funded by NY municipal bonds which will be repaid by the mets... 
-1,"@tweenkle77 @aileen2u2 @WTFJAY @meghanwood @MisterNoodle according to tweetdeck, I am my only friend "
-1,Lions lost against South Africa 2day...  but we gave them a good match next time we will win ! xxx
-1,"auchh, drop by 1  (23)sulumitsretsambew-id.com"
-1,is in love with Mr Darcy but he's already got a gf. huhu.  le sigh.
1,Home from Wal-Mart. Groceries were somehow cheaper this week...and I'm so not complaining 
-1,@kindstrangers GRACE! we better go see patrick wolf next year. im still super sad we missed the concert. 
1,@cassiyang crash but quite obviously i'm still awake. gonna study history later. 12 days more to terms!! are you feeling better now tho? 
1,"@Rob_Cohn @Eric_Chambers tea is just plain good for you  white, green oolong and black (all the same plant you know)"
-1,"gonna watch the MTV awards, too bad I'm not there! "
-1,I adore the mornings when I bawl for hours because I feel so hideous.  Say one effing thing about inner beauty and I'm unfollowing you.
-1,"@Donnette Thank You very much! I'll be ready to write and write, but now seems for nothing, I don't know how to distribute "
1,"@treesyjo yeah, just go to the county where you live. We got out license in multnomah and got married at the coast! "
-1,@euphrosyna reality is always shocking. . . 
1,@KalebNation my name is Ashley 
-1,Eli in the ER  they pricked his finger for blood sugar and he was trying not to cry http://twitpic.com/67z2q
-1,Nooo we leave in 2 hours 
-1,@mumalot I corrected myself 
-1,shout to the homie @stepheezy for the #ff love. even though she's too cool to follow me 
1,Helping out @ Corner Stone tonight 
1,sat listening to the rain tap the window ledge an about to have a shower seen as there is nothin else to do 
1,@pjmaybe looking forward to inFamous. 'been trying to get through Mass Effect but I have a feeling it wont get a lookin' soon 
-1,Exams soon ! 
-1,listening to eagles call on Catalina Island...they are almost ready to fledge 
-1,@misshelen20 now I seem to have no pic at all 
-1,Must now learn english for testpaper tomorrow. BÃ¤Ã¤Ã¤Ã¤hhh  I have wrote Autumn Reeser an email!!!!! Hope she answer me......
1,@likestarlight I like this icon. Your eyes are awesome in it 
1,&quot;There's a stick thats gonna kill me!&quot; -Emily 
-1,@kyuhyunnie Less games?  Aww...That must be hard for you...
-1,"wake up in Paris, but it's grey ..  need more sun !!"
1,"@aalikesness No doubt, let's make it happen - hit me at fuseboxradio@gmail.com! "
1,@Maximilus LOL seems someone put the bulls eye on your back... ushikwapo shikamana 
-1,@cinemabizarre http://twitpic.com/3tl66 - aww kiro got cut off 
1,@PerfectEnigma . . . from the frig. . .but im sure i could have just went and told you that in person.   lol
-1,I'm out... *kicks Twitter*  
1,"@integratedmom R family enjoyed the travel ovr thr, FlagStaff AZ, &amp; the 2 wonders of the world!  They say many r moving thr from CA."
-1,"omg, telkomsel BIS is down again! again!!!  thinking of changing provider "
-1,most def   hey mr.jackson !
-1,"@MolotovCupcake What type of dog is it? I tried to name my dog (half chow, half lab) Moogle years ago but that got vetoed "
-1,i have the flu. 
-1,still cant sleep    i think im hungry....lol
1,I'm so glad I got to sleep in  Prom was incredible! 
1,"baking &amp; packinggg, then cristinas staying with me tonight as usualllll, PITTSBURGH in the AM to see my giiiiirlllfriends "
-1,well just had a minni thunder storm   so scary ok not that scary but hey
1,"@Jotebro yw, keep the good stuff flowing "
1,&quot;You're so indecisive. Or decisive. I can't decide.&quot; 
1,day trip to Neuchatel 
1,Today's a big day 
1,"@neilhimself  The weird Coraline cover is the result of CMYK images sent on a RGB way, so it all weirds out.  Just open with Photoshop "
1,"time for a tanning session outside, then shower, then PROM! so excited "
1,"Well, let's not forget the manaction. Then it's more like 55 minutes. The man action was alright. 6 out of 10, I've seen better "
1,@shullygully yeah i watched the game! haha. felt really sleepy throughout the game though. kane must be depressed 
-1,i didnt read cuz i felt to yucky so i had a yogut and that just made made me feel more yucky..damn teeth  and now i dont know what to eat
1,"@pythons it's a PT cruiser, sort of named itself  sad but moving on to custom skate. Might call it Rolly :p"
1,since I'm all over the map now - Bryan Ferry covering one of my fave Dylan songs  â« http://blip.fm/~7r7ih
1,VISA process for SAUDI is messing up my week. Not sure if I am going to Effat/Jeddah yet!  Over 40 so fingers crossed. ;-)
1,@BearTwinsMom thanks sweetie! 
1,@pogue  I was making a play on the term &quot;virtual seminar&quot;
-1,morning tweeple. London is awash with precipitation. 
-1,"still with my mother, i wanna go homee "
-1,@allieraebot r u feeling better? i really hope so..  im sad u were sick...
-1,just stepped on un chicharrone....crumbs 
1,@JackysPoodle Bless your heart - you're such a good liar and my fragile ego is so thankful   haha! x
1,"@babygirlparis hope you have a great weekend,Paris "
-1,"aww, man...oh, well - had to work friday anyway "
1,beach trip and a show 
1,@TessaDare  LOL. Mine is 6 and I know yours are younger and you have 2. Hopefully I'll hit that time before you. 
1,@Footballwife your flower is cool.  I just didn't expect it... lol   THanks for the locator link!   i'm craving ice cream-cookies &amp; cream
1,And it is coming soon 
-1,"aw so sweet froz yogey on a frozenass day. . .@Shaboobie &amp; @suupkamo, yall wanna get scooped up? bamfs minus you 2 righ now! "
1,Off to bed.  Goodnight 
-1,"I wish there was a forest trail right outside my house where I could walk, hike, bike, and explore! Buuuut I don't. "
-1,"great night ... drinking beer and watching signs , and i'm HOME ALONE , it's 11:38pm and pitch black outside.... "
-1, An effin lightening scared the sh*t out of me!
1,@BambuDePistola Don't worry. They are fresh outta bootcamp and I got me a war vet - there's no comparison 
-1,why did ian leave the cab 
-1,sitting -- feet are in pain  from concert..but it was worth it
1,@Armywife515 Ohhhhhh.....hmmmmm...I think Saturday should be about food!! hahaha...I am not sure..Guess i could start that 
-1,"would love some sleep, but no, can't afford it "
1,Final exams are over!!!!! All we need to do now is relax and chill 
-1,Playin around online  Colds definately do suck !!! Annoyed and about to get up n make lunch
-1,iranian election much more interesting than transcendental idealism 
1,@bobbi10100 of course i do  xxx
-1,didn't dare to go in my own room for like 15 minutes just because a freaky lizard was on the blinds. GAHH!! WIMP!!! 
1,@qillerm flip your flip flops then 
-1,@holyghost_girl: @2pach?! Well you let him be your bffl  
1,"@barefoot_exec @MariSmith Wow, you two passing in the skies over Chicago....certainly a rainbow will appear....or a bolt of lightening! "
-1,Just got home ... (from school)... bunch of homeworks again... 
-1,"Is not going to San Antonio this time  However, will get to Houston sooner than planned"
1,is at lunch and time to catch up with things on the social media front... Wednesday work day almost over 
1,@dungodung I'm all ears 
1,@kerstyn_smith Aw. Love that song. 
-1,"http://twitpic.com/5dd11 - @DavidT2006 here's a shot of me baps, they don't taste as nice as I thought they would "
-1,Rainy day blues.... Wish I wasn't enrolled again at school...  &quot;walang pasok bukas!!!!&quot;
-1,awake messing around on the computer. gotta work in about an hour 
1,@demib hopefully they are just followers rather than stalkers 
1,@thekhris you're probably not but you're only one I know that dances in there undies on twitter LOL 
1,@shabzcohelp can I have it 
1,About to see Up 3d! 
-1,What a yucky day  needs to snuggle again...but ur nowhere near  &lt;3
-1,@susiebubble Your emails are not working it seems  x
1,@Wossy Woo! Love Hugh Laurie! Have to be watchin the show this week 
-1,So it's official. @TerribleD_UOE hates me because of my gay jokes. My good mood is gone. SAAAAAAAAD 
-1,"Overly emotional, tired, and I have a headache. "
-1,"I'm hungry.  I'll eat noodles and nothing but noodles, is that bad?"
1,@ceo08 by switching off tweetdeck and using twhirl 
1,@AIMEELILY Hey i just want to say that i think you are an amazing performer and thankyou for inspiring me 
1,Rachel over  stayed last night  out to the park again today 
-1,"@MissGC : You should!! It's highly recommended!! XD Oh, some people said that @BrianEHanerJr was an impostor "
-1,"@alexakim LOL... my bad, accidentally deleted it on my work PC, can't get it back til this evening  bad pic anyhow"
-1,My hurt just started again inside  thinking about everything makes me wanna go rawr!
1,"@tooclevername to those with hammers, everything looks like a nail!  "
1,@FireMom Taco Pie sounds kind of heavenly 
1,@shezzitta thanks for the links to back to life - looking into it right now 
-1,@maych88 : here in Bangalore also 
-1,mourning because i can never share moose tracks with my best friend 
1,I'm trying to show @chrispirillo how awesome Woopra is! Help me by going to http://www.geekbrief.tv right now! Thanks!! 
1,"THIS IS ORIGINAL FROM YOURS TRULY...  &quot;If you want to become wealthy, learn the things most ppl say they don't have time for&quot; -ME"
-1,@djksly what no daily quote?  was lookin fwd to it mami
1,@carloslamona I do too and I miss that. Phone date this week 
1,@sociaIIyawkward  Hey lady!  How is your day!  I say little makeup!  I dont like to wear a lot unless I have too!  
-1,@FreddysFingers there's just no place for a little Ninja Bunny in Campbell 
-1,"i saw an extremely big insect and when i wanna hit it, it's gone! "
-1,cant wait till westlife cum back am missing them soo soo much  x
1,@racingleager thanks for the article on danica 
1,"Checkin out Tropic Thunder and eatin Corn Pops...oh yeah, its a good nite "
-1,Hate it when I find the perfect pair of jeans online only to find that they are $178!!!  makes me sad. Hello! Skinny Jeans are so perfect.
1,@Edomed hahahahahha...this one is best  hahaha...hope ur doing ok take care
1,Just cleaned my room 
-1,"I'm saying goodbye to Sydney for a few days, and Hello to Rapeville.... I'll miss pretty "
1,It feel so good when doing something you like is working  (and making money)
1,"@JamesDeen you mean she didn't get you chocolate ice cream, or like...chocolate chip? solves the ice cream &amp; chocolate need "
1,@tylerhilton Thinking about coming to Sweden? 
1,@GeoffLloyd i've a big crush on her! Find out if her fan's broken for me 
1,going to be live blogging the #freshnet session over here -  http://twurl.nl/ynxqkj - hit refresh every now &amp; again 
-1,@LadyOfDnB so i just got updated with the js blogspot thing... thats so retarded 
1,I have plans for today and friday wiff val n charweee 
-1,good morning babiesss. i don't feel like straightening my hair that takes 45 min. 
-1,@davewhittle and by the look of the fog... you won't be coming any time soon! 
-1,"I miss Jordy Wordy  ew, its father's day."
1,online marketing Mission Statement or something like that  | psykoid.com http://bit.ly/TV22r
-1,Kinda cold to be laying out poolside 
-1,@mileycyrus you can miss out SCOTLAND on your UK tour 
-1,"i feel bad for my brother... he graduated high school yesterday, but both my parents are here in egypt with me. he was all alone "
1,redeorating my restaurant 
-1,Stupid phone got retarded today and now so sad over lost pictures. Bye bye past few weeks... 
1,"happy, sad, excited, nervous, is there a specific name for it other than complicated? huh? oh yea, GRADUATION! "
-1,@yunglarry LARRYYYYYY YOU NEVER RESPOND    HAHAHAHAHAHAHAHA
1,says good evening plurkess!!! http://tinyurl.com/deg3ve http://plurk.com/p/swfzh
1,"rode the edge of the storm home, some hail, but as soon as I got through the door, the skys have opened, off to walk the dog in a storm "
-1,"@simplyamee  that's pretty bummy....  your app was in first, so why don't they push another pup to them?"
-1,"teary-eyed, hoping my cousin will find the strength to stay alive from cancer.. "
1,&quot;God only gives us 1 life - don't waste it on a loser.&quot;  
-1,just played uno and im tired but I dont wanna go to bed 
-1,laying down with a horrible headache 
1,"@PinkBerryGirl yes very true! the food was awesome  got my jumbo onion rings check my twitpic for a pic of them, lol &amp; philly cheesesteak!"
1,getting to roll out on his 255/70/16's yeaah im a white rapper 
-1,"@JasonSco good morning jason! yeah, ME TOO! i went to bed @ 1AM and get up @ 6AM. i'm very tired too  still have a long day ahead tho lol"
-1,@catts me too 
-1,"omg. I haven't been on here in ages  Well, I'm starting to come back slowly but surely. ;3"
-1,"I hate old RM cases, one just bit me "
1,"Congrats @ashleytisdale!  @mileycyrus youll win for Last Song eventually, girl, dont worry!"
1,@darker_artic yeah...maybe one day it will pay off.  have a nice day
1,@lenier you still giving it to the blues tonight tho? i reckon first try decides the game  #origin
-1,oh yay torchwood has gone up to 20% its so slow 
1,"@chadxhatred that sounds so redneck. then again, you ARE from kansas! hahaha "
1,@AlanCarr lookin forward to chattyman. the book was well  funny!   x
1,yessss @Jonasbrothers have done a video for Fly With Me 
1,"hungry,tired,yet in a great mood! "
1,"New tegan &amp; sara video, ROFL! Genius  How is everyone this...not so fine saturday?"
-1,"At Meg's, Neck Ache From Plugged  xxx"
-1,I'm leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline. 
1,"@danspace Missy Higgins? Ugh, call the police! "
1,@jamshedwadia want to shave your head?? 
-1,@SimonBob Nobody cares about grammar anymore. 
1,"@stephenfry Oooo, Sound's good "
-1,@cassandra2603 God what a cheery chat has he somehow can back into the news ? I know about Vera Drake hmm not pleasant  x
1,thanks for your support @stevebeasant 
-1,"Awww man, I woke up sick "
1,"after smoking for 16 years , i have now not had a smoke for 4 weeks and 1 day  woooohooooo happy days"
-1,sooo im up and out! out with my peeps. i can tell its gonna be a early night. wishing i was caked up instead 
-1,"@NoraReed a year ago, after our move, we had tons and tons of packing material. Didn't save any, though "
1,i wanna go to the manchester apollo! 
1,@fionamccarthy Thanx hun 
-1,@pinkymcsian YES bloody work 
1,"http://twitpic.com/6v42q - Busy day at Genesis Bicycles in Easton, PA. Got in a great ride, now hubby has some shop work to do "
